id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
MAN-17-010,Manufacturing,Safety Compliance,Phrase,Intermediate,safety briefing,,phrase,nghĩa tiếng Việt của 'safety briefing' trong chủ đề Safety Compliance,A manufacturing term related to safety compliance.,,monitor safety briefing; improve safety briefing; control safety briefing,I use safety briefing to improve production performance during my shift.,"In my previous role, I focused on safety briefing to protect delivery, quality, and safety.",Use 'safety briefing' in a short answer about safety compliance.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, safety-compliance, interview",New
MAN-17-011,Manufacturing,Safety Compliance,Phrase,Intermediate,incident report,,phrase,nghĩa tiếng Việt của 'incident report' trong chủ đề Safety Compliance,A manufacturing term related to safety compliance.,,monitor incident report; improve incident report; control incident report,I use incident report to improve production performance during my shift.,"In my previous role, I focused on incident report to protect delivery, quality, and safety.",Use 'incident report' in a short answer about safety compliance.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, safety-compliance, interview",New
MAN-17-012,Manufacturing,Safety Compliance,Phrase,Intermediate,emergency response,,phrase,nghĩa tiếng Việt của 'emergency response' trong chủ đề Safety Compliance,A manufacturing term related to safety compliance.,,monitor emergency response; improve emergency response; control emergency response,I use emergency response to improve production performance during my shift.,"In my previous role, I focused on emergency response to protect delivery, quality, and safety.",Use 'emergency response' in a short answer about safety compliance.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, safety-compliance, interview",New
MAN-17-013,Manufacturing,Safety Compliance,Phrase,Intermediate,safe working condition,,phrase,nghĩa tiếng Việt của 'safe working condition' trong chủ đề Safety Compliance,A manufacturing term related to safety compliance.,,monitor safe working condition; improve safe working condition; control safe working condition,I use safe working condition to improve production performance during my shift.,"In my previous role, I focused on safe working condition to protect delivery, quality, and safety.",Use 'safe working condition' in a short answer about safety compliance.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, safety-compliance, interview",New
MAN-8-001,Manufacturing,Manpower,Phrase,Intermediate,manpower allocation,,phrase,phân bổ nhân lực,A manufacturing term related to manpower.,,monitor manpower allocation; improve manpower allocation; control manpower allocation,I use manpower allocation to improve production performance during my shift.,"In my previous role, I focused on manpower allocation to protect delivery, quality, and safety.",Use 'manpower allocation' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-002,Manufacturing,Manpower,Word,Intermediate,operator,,noun,công nhân vận hành,A manufacturing term related to manpower.,,monitor operator; improve operator; control operator,I use operator to improve production performance during my shift.,"In my previous role, I focused on operator to protect delivery, quality, and safety.",Use 'operator' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-003,Manufacturing,Manpower,Phrase,Intermediate,Team Leader,,phrase,tổ trưởng/nhóm trưởng,A manufacturing term related to manpower.,,monitor Team Leader; improve Team Leader; control Team Leader,I use Team Leader to improve production performance during my shift.,"In my previous role, I focused on Team Leader to protect delivery, quality, and safety.",Use 'Team Leader' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-004,Manufacturing,Manpower,Word,Intermediate,headcount,,noun,nghĩa tiếng Việt của 'headcount' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor headcount; improve headcount; control headcount,I use headcount to improve production performance during my shift.,"In my previous role, I focused on headcount to protect delivery, quality, and safety.",Use 'headcount' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-005,Manufacturing,Manpower,Phrase,Intermediate,manpower shortage,,phrase,nghĩa tiếng Việt của 'manpower shortage' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor manpower shortage; improve manpower shortage; control manpower shortage,I use manpower shortage to improve production performance during my shift.,"In my previous role, I focused on manpower shortage to protect delivery, quality, and safety.",Use 'manpower shortage' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-006,Manufacturing,Manpower,Phrase,Intermediate,skill matrix,,phrase,ma trận kỹ năng,A manufacturing term related to manpower.,,monitor skill matrix; improve skill matrix; control skill matrix,I use skill matrix to improve production performance during my shift.,"In my previous role, I focused on skill matrix to protect delivery, quality, and safety.",Use 'skill matrix' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-007,Manufacturing,Manpower,Phrase,Intermediate,cross-training,,phrase,nghĩa tiếng Việt của 'cross-training' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor cross-training; improve cross-training; control cross-training,I use cross-training to improve production performance during my shift.,"In my previous role, I focused on cross-training to protect delivery, quality, and safety.",Use 'cross-training' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-008,Manufacturing,Manpower,Word,Intermediate,attendance,,noun,nghĩa tiếng Việt của 'attendance' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor attendance; improve attendance; control attendance,I use attendance to improve production performance during my shift.,"In my previous role, I focused on attendance to protect delivery, quality, and safety.",Use 'attendance' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-009,Manufacturing,Manpower,Word,Intermediate,overtime,,noun,nghĩa tiếng Việt của 'overtime' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor overtime; improve overtime; control overtime,I use overtime to improve production performance during my shift.,"In my previous role, I focused on overtime to protect delivery, quality, and safety.",Use 'overtime' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-010,Manufacturing,Manpower,Phrase,Intermediate,trained operator,,phrase,nghĩa tiếng Việt của 'trained operator' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor trained operator; improve trained operator; control trained operator,I use trained operator to improve production performance during my shift.,"In my previous role, I focused on trained operator to protect delivery, quality, and safety.",Use 'trained operator' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-011,Manufacturing,Manpower,Phrase,Intermediate,critical station,,phrase,nghĩa tiếng Việt của 'critical station' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor critical station; improve critical station; control critical station,I use critical station to improve production performance during my shift.,"In my previous role, I focused on critical station to protect delivery, quality, and safety.",Use 'critical station' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-012,Manufacturing,Manpower,Phrase,Intermediate,workforce planning,,phrase,nghĩa tiếng Việt của 'workforce planning' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor workforce planning; improve workforce planning; control workforce planning,I use workforce planning to improve production performance during my shift.,"In my previous role, I focused on workforce planning to protect delivery, quality, and safety.",Use 'workforce planning' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-013,Manufacturing,Manpower,Phrase,Intermediate,line support,,phrase,nghĩa tiếng Việt của 'line support' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor line support; improve line support; control line support,I use line support to improve production performance during my shift.,"In my previous role, I focused on line support to protect delivery, quality, and safety.",Use 'line support' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-8-014,Manufacturing,Manpower,Phrase,Intermediate,backup operator,,phrase,nghĩa tiếng Việt của 'backup operator' trong chủ đề Manpower,A manufacturing term related to manpower.,,monitor backup operator; improve backup operator; control backup operator,I use backup operator to improve production performance during my shift.,"In my previous role, I focused on backup operator to protect delivery, quality, and safety.",Use 'backup operator' in a short answer about manpower.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, manpower, interview",New
MAN-10-001,Manufacturing,Leadership,Phrase,Intermediate,coach Team Leaders,,phrase,nghĩa tiếng Việt của 'coach Team Leaders' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor coach Team Leaders; improve coach Team Leaders; control coach Team Leaders,I use coach Team Leaders to improve production performance during my shift.,"In my previous role, I focused on coach Team Leaders to protect delivery, quality, and safety.",Use 'coach Team Leaders' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-002,Manufacturing,Leadership,Phrase,Intermediate,give clear instructions,,phrase,nghĩa tiếng Việt của 'give clear instructions' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor give clear instructions; improve give clear instructions; control give clear instructions,I use give clear instructions to improve production performance during my shift.,"In my previous role, I focused on give clear instructions to protect delivery, quality, and safety.",Use 'give clear instructions' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-003,Manufacturing,Leadership,Phrase,Intermediate,follow up actions,,phrase,nghĩa tiếng Việt của 'follow up actions' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor follow up actions; improve follow up actions; control follow up actions,I use follow up actions to improve production performance during my shift.,"In my previous role, I focused on follow up actions to protect delivery, quality, and safety.",Use 'follow up actions' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-004,Manufacturing,Leadership,Phrase,Intermediate,escalate issues,,phrase,nghĩa tiếng Việt của 'escalate issues' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor escalate issues; improve escalate issues; control escalate issues,I use escalate issues to improve production performance during my shift.,"In my previous role, I focused on escalate issues to protect delivery, quality, and safety.",Use 'escalate issues' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-005,Manufacturing,Leadership,Phrase,Intermediate,coordinate with departments,,phrase,nghĩa tiếng Việt của 'coordinate with departments' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor coordinate with departments; improve coordinate with departments; control coordinate with departments,I use coordinate with departments to improve production performance during my shift.,"In my previous role, I focused on coordinate with departments to protect delivery, quality, and safety.",Use 'coordinate with departments' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-006,Manufacturing,Leadership,Phrase,Intermediate,lead a shift,,phrase,nghĩa tiếng Việt của 'lead a shift' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor lead a shift; improve lead a shift; control lead a shift,I use lead a shift to improve production performance during my shift.,"In my previous role, I focused on lead a shift to protect delivery, quality, and safety.",Use 'lead a shift' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-007,Manufacturing,Leadership,Phrase,Intermediate,assign responsibility,,phrase,nghĩa tiếng Việt của 'assign responsibility' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor assign responsibility; improve assign responsibility; control assign responsibility,I use assign responsibility to improve production performance during my shift.,"In my previous role, I focused on assign responsibility to protect delivery, quality, and safety.",Use 'assign responsibility' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-008,Manufacturing,Leadership,Phrase,Intermediate,motivate operators,,phrase,nghĩa tiếng Việt của 'motivate operators' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor motivate operators; improve motivate operators; control motivate operators,I use motivate operators to improve production performance during my shift.,"In my previous role, I focused on motivate operators to protect delivery, quality, and safety.",Use 'motivate operators' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-009,Manufacturing,Leadership,Phrase,Intermediate,handle conflict,,phrase,nghĩa tiếng Việt của 'handle conflict' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor handle conflict; improve handle conflict; control handle conflict,I use handle conflict to improve production performance during my shift.,"In my previous role, I focused on handle conflict to protect delivery, quality, and safety.",Use 'handle conflict' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-010,Manufacturing,Leadership,Phrase,Intermediate,communicate priorities,,phrase,nghĩa tiếng Việt của 'communicate priorities' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor communicate priorities; improve communicate priorities; control communicate priorities,I use communicate priorities to improve production performance during my shift.,"In my previous role, I focused on communicate priorities to protect delivery, quality, and safety.",Use 'communicate priorities' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-011,Manufacturing,Leadership,Phrase,Intermediate,make decisions,,phrase,nghĩa tiếng Việt của 'make decisions' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor make decisions; improve make decisions; control make decisions,I use make decisions to improve production performance during my shift.,"In my previous role, I focused on make decisions to protect delivery, quality, and safety.",Use 'make decisions' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-10-012,Manufacturing,Leadership,Phrase,Intermediate,support problem solving,,phrase,nghĩa tiếng Việt của 'support problem solving' trong chủ đề Leadership,A manufacturing term related to leadership.,,monitor support problem solving; improve support problem solving; control support problem solving,I use support problem solving to improve production performance during my shift.,"In my previous role, I focused on support problem solving to protect delivery, quality, and safety.",Use 'support problem solving' in a short answer about leadership.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, leadership, interview",New
MAN-15-001,Manufacturing,Problem Solving,Word,Intermediate,abnormality,,noun,nghĩa tiếng Việt của 'abnormality' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor abnormality; improve abnormality; control abnormality,I use abnormality to improve production performance during my shift.,"In my previous role, I focused on abnormality to protect delivery, quality, and safety.",Use 'abnormality' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-002,Manufacturing,Problem Solving,Word,Intermediate,countermeasure,,noun,nghĩa tiếng Việt của 'countermeasure' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor countermeasure; improve countermeasure; control countermeasure,I use countermeasure to improve production performance during my shift.,"In my previous role, I focused on countermeasure to protect delivery, quality, and safety.",Use 'countermeasure' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-003,Manufacturing,Problem Solving,Phrase,Intermediate,root cause analysis,,phrase,nghĩa tiếng Việt của 'root cause analysis' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor root cause analysis; improve root cause analysis; control root cause analysis,I use root cause analysis to improve production performance during my shift.,"In my previous role, I focused on root cause analysis to protect delivery, quality, and safety.",Use 'root cause analysis' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-004,Manufacturing,Problem Solving,Phrase,Intermediate,temporary action,,phrase,nghĩa tiếng Việt của 'temporary action' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor temporary action; improve temporary action; control temporary action,I use temporary action to improve production performance during my shift.,"In my previous role, I focused on temporary action to protect delivery, quality, and safety.",Use 'temporary action' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-005,Manufacturing,Problem Solving,Phrase,Intermediate,permanent action,,phrase,nghĩa tiếng Việt của 'permanent action' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor permanent action; improve permanent action; control permanent action,I use permanent action to improve production performance during my shift.,"In my previous role, I focused on permanent action to protect delivery, quality, and safety.",Use 'permanent action' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-006,Manufacturing,Problem Solving,Phrase,Intermediate,data-driven decision,,phrase,nghĩa tiếng Việt của 'data-driven decision' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor data-driven decision; improve data-driven decision; control data-driven decision,I use data-driven decision to improve production performance during my shift.,"In my previous role, I focused on data-driven decision to protect delivery, quality, and safety.",Use 'data-driven decision' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-007,Manufacturing,Problem Solving,Phrase,Intermediate,trend analysis,,phrase,nghĩa tiếng Việt của 'trend analysis' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor trend analysis; improve trend analysis; control trend analysis,I use trend analysis to improve production performance during my shift.,"In my previous role, I focused on trend analysis to protect delivery, quality, and safety.",Use 'trend analysis' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-008,Manufacturing,Problem Solving,Phrase,Intermediate,problem statement,,phrase,nghĩa tiếng Việt của 'problem statement' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor problem statement; improve problem statement; control problem statement,I use problem statement to improve production performance during my shift.,"In my previous role, I focused on problem statement to protect delivery, quality, and safety.",Use 'problem statement' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-009,Manufacturing,Problem Solving,Phrase,Intermediate,action owner,,phrase,nghĩa tiếng Việt của 'action owner' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor action owner; improve action owner; control action owner,I use action owner to improve production performance during my shift.,"In my previous role, I focused on action owner to protect delivery, quality, and safety.",Use 'action owner' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-010,Manufacturing,Problem Solving,Phrase,Intermediate,due date,,phrase,nghĩa tiếng Việt của 'due date' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor due date; improve due date; control due date,I use due date to improve production performance during my shift.,"In my previous role, I focused on due date to protect delivery, quality, and safety.",Use 'due date' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-011,Manufacturing,Problem Solving,Word,Intermediate,verification,,noun,nghĩa tiếng Việt của 'verification' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor verification; improve verification; control verification,I use verification to improve production performance during my shift.,"In my previous role, I focused on verification to protect delivery, quality, and safety.",Use 'verification' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-012,Manufacturing,Problem Solving,Phrase,Intermediate,recurrence prevention,,phrase,nghĩa tiếng Việt của 'recurrence prevention' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor recurrence prevention; improve recurrence prevention; control recurrence prevention,I use recurrence prevention to improve production performance during my shift.,"In my previous role, I focused on recurrence prevention to protect delivery, quality, and safety.",Use 'recurrence prevention' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-013,Manufacturing,Problem Solving,Phrase,Intermediate,process change,,phrase,nghĩa tiếng Việt của 'process change' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor process change; improve process change; control process change,I use process change to improve production performance during my shift.,"In my previous role, I focused on process change to protect delivery, quality, and safety.",Use 'process change' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-15-014,Manufacturing,Problem Solving,Phrase,Intermediate,lesson learned,,phrase,nghĩa tiếng Việt của 'lesson learned' trong chủ đề Problem Solving,A manufacturing term related to problem solving.,,monitor lesson learned; improve lesson learned; control lesson learned,I use lesson learned to improve production performance during my shift.,"In my previous role, I focused on lesson learned to protect delivery, quality, and safety.",Use 'lesson learned' in a short answer about problem solving.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, problem-solving, interview",New
MAN-7-001,Manufacturing,Ramp-up,Phrase,Intermediate,ramp-up,,phrase,tăng tốc sản lượng giai đoạn đầu,A manufacturing term related to ramp-up.,,monitor ramp-up; improve ramp-up; control ramp-up,I use ramp-up to improve production performance during my shift.,"In my previous role, I focused on ramp-up to protect delivery, quality, and safety.",Use 'ramp-up' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-002,Manufacturing,Ramp-up,Phrase,Intermediate,new model,,phrase,nghĩa tiếng Việt của 'new model' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor new model; improve new model; control new model,I use new model to improve production performance during my shift.,"In my previous role, I focused on new model to protect delivery, quality, and safety.",Use 'new model' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-003,Manufacturing,Ramp-up,Phrase,Intermediate,operator training,,phrase,nghĩa tiếng Việt của 'operator training' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor operator training; improve operator training; control operator training,I use operator training to improve production performance during my shift.,"In my previous role, I focused on operator training to protect delivery, quality, and safety.",Use 'operator training' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-004,Manufacturing,Ramp-up,Phrase,Intermediate,process stabilization,,phrase,nghĩa tiếng Việt của 'process stabilization' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor process stabilization; improve process stabilization; control process stabilization,I use process stabilization to improve production performance during my shift.,"In my previous role, I focused on process stabilization to protect delivery, quality, and safety.",Use 'process stabilization' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-005,Manufacturing,Ramp-up,Phrase,Intermediate,trial run,,phrase,nghĩa tiếng Việt của 'trial run' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor trial run; improve trial run; control trial run,I use trial run to improve production performance during my shift.,"In my previous role, I focused on trial run to protect delivery, quality, and safety.",Use 'trial run' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-006,Manufacturing,Ramp-up,Phrase,Intermediate,first article,,phrase,nghĩa tiếng Việt của 'first article' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor first article; improve first article; control first article,I use first article to improve production performance during my shift.,"In my previous role, I focused on first article to protect delivery, quality, and safety.",Use 'first article' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-007,Manufacturing,Ramp-up,Phrase,Intermediate,capacity increase,,phrase,nghĩa tiếng Việt của 'capacity increase' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor capacity increase; improve capacity increase; control capacity increase,I use capacity increase to improve production performance during my shift.,"In my previous role, I focused on capacity increase to protect delivery, quality, and safety.",Use 'capacity increase' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-008,Manufacturing,Ramp-up,Phrase,Intermediate,training plan,,phrase,nghĩa tiếng Việt của 'training plan' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor training plan; improve training plan; control training plan,I use training plan to improve production performance during my shift.,"In my previous role, I focused on training plan to protect delivery, quality, and safety.",Use 'training plan' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-009,Manufacturing,Ramp-up,Phrase,Intermediate,readiness check,,phrase,nghĩa tiếng Việt của 'readiness check' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor readiness check; improve readiness check; control readiness check,I use readiness check to improve production performance during my shift.,"In my previous role, I focused on readiness check to protect delivery, quality, and safety.",Use 'readiness check' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-010,Manufacturing,Ramp-up,Phrase,Intermediate,production readiness,,phrase,nghĩa tiếng Việt của 'production readiness' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor production readiness; improve production readiness; control production readiness,I use production readiness to improve production performance during my shift.,"In my previous role, I focused on production readiness to protect delivery, quality, and safety.",Use 'production readiness' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
MAN-7-011,Manufacturing,Ramp-up,Phrase,Intermediate,line qualification,,phrase,nghĩa tiếng Việt của 'line qualification' trong chủ đề Ramp-up,A manufacturing term related to ramp-up.,,monitor line qualification; improve line qualification; control line qualification,I use line qualification to improve production performance during my shift.,"In my previous role, I focused on line qualification to protect delivery, quality, and safety.",Use 'line qualification' in a short answer about ramp-up.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","manufacturing, ramp-up, interview",New
